OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210101332007.000000000000000,Block 2007, Block Group 2, Census Tract 101.33, Fulton County, Georgia,36,5,31,31,27,4,0,0
-1,131210102161001.000000000000000,Block 1001, Block Group 1, Census Tract 102.16, Fulton County, Georgia,36,7,29,27,13,7,0,2
-1,131210103051001.000000000000000,Block 1001, Block Group 1, Census Tract 103.05, Fulton County, Georgia,36,0,36,35,1,34,0,1
-1,131210103131008.000000000000000,Block 1008, Block Group 1, Census Tract 103.13, Fulton County, Georgia,36,0,36,35,0,31,4,1
-1,131210104011022.000000000000000,Block 1022, Block Group 1, Census Tract 104.01, Fulton County, Georgia,36,15,21,18,3,14,0,3
-1,131210104022002.000000000000000,Block 2002, Block Group 2, Census Tract 104.02, Fulton County, Georgia,36,5,31,31,24,7,0,0
-1,131210105081008.000000000000000,Block 1008, Block Group 1, Census Tract 105.08, Fulton County, Georgia,36,2,34,34,0,34,0,0
-1,131210105271006.000000000000000,Block 1006, Block Group 1, Census Tract 105.27, Fulton County, Georgia,36,11,25,24,4,19,0,1
-1,131210105273017.000000000000000,Block 3017, Block Group 3, Census Tract 105.27, Fulton County, Georgia,36,18,18,17,5,11,1,1
-1,131210105341012.000000000000000,Block 1012, Block Group 1, Census Tract 105.34, Fulton County, Georgia,36,1,35,34,8,26,0,1
-1,131210105352007.000000000000000,Block 2007, Block Group 2, Census Tract 105.35, Fulton County, Georgia,36,6,30,30,15,15,0,0
-1,131210106013014.000000000000000,Block 3014, Block Group 3, Census Tract 106.01, Fulton County, Georgia,36,7,29,26,11,15,0,3
-1,131210106031013.000000000000000,Block 1013, Block Group 1, Census Tract 106.03, Fulton County, Georgia,36,9,27,27,0,27,0,0
-1,131210110001014.000000000000000,Block 1014, Block Group 1, Census Tract 110, Fulton County, Georgia,36,31,5,5,5,0,0,0
-1,131210110002008.000000000000000,Block 2008, Block Group 2, Census Tract 110, Fulton County, Georgia,36,4,32,29,0,29,0,3
-1,131210111002010.000000000000000,Block 2010, Block Group 2, Census Tract 111, Fulton County, Georgia,36,7,29,26,12,14,0,3
-1,131210111002031.000000000000000,Block 2031, Block Group 2, Census Tract 111, Fulton County, Georgia,36,2,34,30,21,9,0,4
-1,131210111003001.000000000000000,Block 3001, Block Group 3, Census Tract 111, Fulton County, Georgia,36,3,33,32,17,15,0,1
-1,131210111003008.000000000000000,Block 3008, Block Group 3, Census Tract 111, Fulton County, Georgia,36,4,32,32,14,17,0,0
-1,131210112022004.000000000000000,Block 2004, Block Group 2, Census Tract 112.02, Fulton County, Georgia,36,15,21,19,3,14,0,2
-1,131210112024004.000000000000000,Block 4004, Block Group 4, Census Tract 112.02, Fulton County, Georgia,36,6,30,30,14,14,2,0
-1,131210112025011.000000000000000,Block 5011, Block Group 5, Census Tract 112.02, Fulton County, Georgia,36,0,36,34,11,23,0,2
-1,131210113013009.000000000000000,Block 3009, Block Group 3, Census Tract 113.01, Fulton County, Georgia,36,4,32,30,5,24,1,2
-1,131210113062008.000000000000000,Block 2008, Block Group 2, Census Tract 113.06, Fulton County, Georgia,36,1,35,33,0,33,0,2
-1,131210113102000.000000000000000,Block 2000, Block Group 2, Census Tract 113.10, Fulton County, Georgia,36,3,33,32,7,22,1,1
-1,131210114192008.000000000000000,Block 2008, Block Group 2, Census Tract 114.19, Fulton County, Georgia,36,7,29,29,14,1,1,0
-1,131210114194007.000000000000000,Block 4007, Block Group 4, Census Tract 114.19, Fulton County, Georgia,36,8,28,28,20,6,0,0
-1,131210114194021.000000000000000,Block 4021, Block Group 4, Census Tract 114.19, Fulton County, Georgia,36,0,36,33,32,1,0,3
-1,131210114353009.000000000000000,Block 3009, Block Group 3, Census Tract 114.35, Fulton County, Georgia,36,3,33,24,22,1,0,9
-1,131210114383008.000000000000000,Block 3008, Block Group 3, Census Tract 114.38, Fulton County, Georgia,36,10,26,16,13,3,0,10
-1,131210114461002.000000000000000,Block 1002, Block Group 1, Census Tract 114.46, Fulton County, Georgia,36,2,34,26,25,0,0,8
-1,131210115091019.000000000000000,Block 1019, Block Group 1, Census Tract 115.09, Fulton County, Georgia,36,2,34,34,34,0,0,0
-1,131210115101021.000000000000000,Block 1021, Block Group 1, Census Tract 115.10, Fulton County, Georgia,36,1,35,33,26,4,0,2
-1,131210115102009.000000000000000,Block 2009, Block Group 2, Census Tract 115.10, Fulton County, Georgia,36,4,32,26,26,0,0,6
-1,131210116241005.000000000000000,Block 1005, Block Group 1, Census Tract 116.24, Fulton County, Georgia,36,10,26,22,10,6,5,4
-1,131210116353011.000000000000000,Block 3011, Block Group 3, Census Tract 116.35, Fulton County, Georgia,36,4,32,29,14,0,0,3
-1,131210116401011.000000000000000,Block 1011, Block Group 1, Census Tract 116.40, Fulton County, Georgia,36,3,33,32,24,2,1,1
-1,131210116462004.000000000000000,Block 2004, Block Group 2, Census Tract 116.46, Fulton County, Georgia,36,5,31,28,20,7,1,3
-1,131210116482003.000000000000000,Block 2003, Block Group 2, Census Tract 116.48, Fulton County, Georgia,36,4,32,29,0,1,0,3
-1,131210116552011.000000000000000,Block 2011, Block Group 2, Census Tract 116.55, Fulton County, Georgia,36,8,28,25,25,0,0,3
-1,131210116582002.000000000000000,Block 2002, Block Group 2, Census Tract 116.58, Fulton County, Georgia,36,3,33,28,23,0,2,5
-1,131210116592003.000000000000000,Block 2003, Block Group 2, Census Tract 116.59, Fulton County, Georgia,36,4,32,19,19,0,0,13
-1,131210120003045.000000000000000,Block 3045, Block Group 3, Census Tract 120, Fulton County, Georgia,36,2,34,32,6,25,1,2
-1,131210006013005.000000000000000,Block 3005, Block Group 3, Census Tract 6.01, Fulton County, Georgia,35,0,35,27,17,1,0,8
-1,131210018011006.000000000000000,Block 1006, Block Group 1, Census Tract 18.01, Fulton County, Georgia,35,3,32,28,12,15,1,4
-1,131210032002002.000000000000000,Block 2002, Block Group 2, Census Tract 32, Fulton County, Georgia,35,4,31,30,27,3,0,1
-1,131210032002009.000000000000000,Block 2009, Block Group 2, Census Tract 32, Fulton County, Georgia,35,5,30,23,16,7,0,7
-1,131210041003016.000000000000000,Block 3016, Block Group 3, Census Tract 41, Fulton County, Georgia,35,0,35,34,1,30,0,1
-1,131210044002015.000000000000000,Block 2015, Block Group 2, Census Tract 44, Fulton County, Georgia,35,2,33,32,6,24,0,1
-1,131210049002015.000000000000000,Block 2015, Block Group 2, Census Tract 49, Fulton County, Georgia,35,0,35,34,32,0,0,1
-1,131210049002028.000000000000000,Block 2028, Block Group 2, Census Tract 49, Fulton County, Georgia,35,4,31,31,28,2,0,0
-1,131210052003015.000000000000000,Block 3015, Block Group 3, Census Tract 52, Fulton County, Georgia,35,5,30,26,25,0,0,4
-1,131210055041011.000000000000000,Block 1011, Block Group 1, Census Tract 55.04, Fulton County, Georgia,35,4,31,31,3,28,0,0
-1,131210055041020.000000000000000,Block 1020, Block Group 1, Census Tract 55.04, Fulton County, Georgia,35,0,35,33,9,24,0,2
-1,131210057002015.000000000000000,Block 2015, Block Group 2, Census Tract 57, Fulton County, Georgia,35,2,33,33,10,23,0,0
-1,131210058001038.000000000000000,Block 1038, Block Group 1, Census Tract 58, Fulton County, Georgia,35,3,32,31,3,26,0,1
-1,131210058001042.000000000000000,Block 1042, Block Group 1, Census Tract 58, Fulton County, Georgia,35,2,33,33,14,18,0,0
-1,131210060001008.000000000000000,Block 1008, Block Group 1, Census Tract 60, Fulton County, Georgia,35,1,34,32,8,24,0,2
-1,131210061001000.000000000000000,Block 1000, Block Group 1, Census Tract 61, Fulton County, Georgia,35,5,30,30,11,19,0,0
-1,131210062002009.000000000000000,Block 2009, Block Group 2, Census Tract 62, Fulton County, Georgia,35,4,31,31,13,17,0,0
-1,131210065003012.000000000000000,Block 3012, Block Group 3, Census Tract 65, Fulton County, Georgia,35,3,32,31,8,23,0,1
-1,131210065004014.000000000000000,Block 4014, Block Group 4, Census Tract 65, Fulton County, Georgia,35,4,31,29,8,21,0,2
-1,131210066021004.000000000000000,Block 1004, Block Group 1, Census Tract 66.02, Fulton County, Georgia,35,1,34,34,2,30,1,0
-1,131210066021007.000000000000000,Block 1007, Block Group 1, Census Tract 66.02, Fulton County, Georgia,35,0,35,34,3,31,0,1
-1,131210067021027.000000000000000,Block 1027, Block Group 1, Census Tract 67.02, Fulton County, Georgia,35,0,35,33,0,33,0,2
-1,131210069001005.000000000000000,Block 1005, Block Group 1, Census Tract 69, Fulton County, Georgia,35,4,31,23,12,10,0,8
-1,131210069001011.000000000000000,Block 1011, Block Group 1, Census Tract 69, Fulton County, Georgia,35,3,32,29,13,16,0,3
-1,131210070014016.000000000000000,Block 4016, Block Group 4, Census Tract 70.01, Fulton County, Georgia,35,4,31,30,11,19,0,1
-1,131210073022010.000000000000000,Block 2010, Block Group 2, Census Tract 73.02, Fulton County, Georgia,35,7,28,28,4,24,0,0
-1,131210076023001.000000000000000,Block 3001, Block Group 3, Census Tract 76.02, Fulton County, Georgia,35,3,32,29,0,28,0,3
-1,131210076041002.000000000000000,Block 1002, Block Group 1, Census Tract 76.04, Fulton County, Georgia,35,4,31,24,2,21,0,7
-1,131210077053003.000000000000000,Block 3003, Block Group 3, Census Tract 77.05, Fulton County, Georgia,35,1,34,32,1,31,0,2
-1,131210077072010.000000000000000,Block 2010, Block Group 2, Census Tract 77.07, Fulton County, Georgia,35,0,35,31,0,31,0,4
-1,131210078061003.000000000000000,Block 1003, Block Group 1, Census Tract 78.06, Fulton County, Georgia,35,3,32,29,2,27,0,3
-1,131210078062011.000000000000000,Block 2011, Block Group 2, Census Tract 78.06, Fulton County, Georgia,35,0,35,32,3,29,0,3
-1,131210079002000.000000000000000,Block 2000, Block Group 2, Census Tract 79, Fulton County, Georgia,35,0,35,34,0,34,0,1
-1,131210079002013.000000000000000,Block 2013, Block Group 2, Census Tract 79, Fulton County, Georgia,35,0,35,33,0,33,0,2
-1,131210080004003.000000000000000,Block 4003, Block Group 4, Census Tract 80, Fulton County, Georgia,35,2,33,30,0,30,0,3
-1,131210080004008.000000000000000,Block 4008, Block Group 4, Census Tract 80, Fulton County, Georgia,35,0,35,35,1,34,0,0
-1,131210080005010.000000000000000,Block 5010, Block Group 5, Census Tract 80, Fulton County, Georgia,35,0,35,35,4,31,0,0
-1,131210082032001.000000000000000,Block 2001, Block Group 2, Census Tract 82.03, Fulton County, Georgia,35,3,32,31,3,27,0,1
-1,131210082043013.000000000000000,Block 3013, Block Group 3, Census Tract 82.04, Fulton County, Georgia,35,2,33,31,0,31,0,2
-1,131210083021010.000000000000000,Block 1010, Block Group 1, Census Tract 83.02, Fulton County, Georgia,35,2,33,32,3,29,0,1
-1,131210084001002.000000000000000,Block 1002, Block Group 1, Census Tract 84, Fulton County, Georgia,35,1,34,34,5,29,0,0
-1,131210084001012.000000000000000,Block 1012, Block Group 1, Census Tract 84, Fulton County, Georgia,35,1,34,33,4,29,0,1
-1,131210085002023.000000000000000,Block 2023, Block Group 2, Census Tract 85, Fulton County, Georgia,35,5,30,24,0,24,0,6
-1,131210087022017.000000000000000,Block 2017, Block Group 2, Census Tract 87.02, Fulton County, Georgia,35,4,31,29,11,16,2,2
-1,131210088021011.000000000000000,Block 1011, Block Group 1, Census Tract 88.02, Fulton County, Georgia,35,5,30,28,21,3,0,2
-1,131210088021038.000000000000000,Block 1038, Block Group 1, Census Tract 88.02, Fulton County, Georgia,35,3,32,32,27,5,0,0
-1,131210088022014.000000000000000,Block 2014, Block Group 2, Census Tract 88.02, Fulton County, Georgia,35,10,25,24,15,9,0,1
-1,131210089051005.000000000000000,Block 1005, Block Group 1, Census Tract 89.05, Fulton County, Georgia,35,1,34,34,24,2,0,0
-1,131210089053001.000000000000000,Block 3001, Block Group 3, Census Tract 89.05, Fulton County, Georgia,35,8,27,24,18,3,0,3
-1,131210092032016.000000000000000,Block 2016, Block Group 2, Census Tract 92.03, Fulton County, Georgia,35,4,31,31,31,0,0,0
-1,131210093012011.000000000000000,Block 2011, Block Group 2, Census Tract 93.01, Fulton County, Georgia,35,3,32,32,31,0,0,0
-1,131210094101005.000000000000000,Block 1005, Block Group 1, Census Tract 94.10, Fulton County, Georgia,35,3,32,27,19,2,0,5
-1,131210097003024.000000000000000,Block 3024, Block Group 3, Census Tract 97, Fulton County, Georgia,35,0,35,30,27,0,1,5
-1,131210098021000.000000000000000,Block 1000, Block Group 1, Census Tract 98.02, Fulton County, Georgia,35,1,34,32,31,0,0,2
-1,131210098021009.000000000000000,Block 1009, Block Group 1, Census Tract 98.02, Fulton County, Georgia,35,4,31,31,29,0,0,0
-1,131210098021023.000000000000000,Block 1023, Block Group 1, Census Tract 98.02, Fulton County, Georgia,35,4,31,27,25,2,0,4
-1,131210101072001.000000000000000,Block 2001, Block Group 2, Census Tract 101.07, Fulton County, Georgia,35,3,32,24,15,2,0,8
-1,131210101083002.000000000000000,Block 3002, Block Group 3, Census Tract 101.08, Fulton County, Georgia,35,7,28,20,15,3,0,8
-1,131210101271007.000000000000000,Block 1007, Block Group 1, Census Tract 101.27, Fulton County, Georgia,35,0,35,34,19,6,2,1
-1,131210101271008.000000000000000,Block 1008, Block Group 1, Census Tract 101.27, Fulton County, Georgia,35,6,29,26,19,1,0,3
-1,131210101362001.000000000000000,Block 2001, Block Group 2, Census Tract 101.36, Fulton County, Georgia,35,11,24,20,15,0,5,4
-1,131210101362016.000000000000000,Block 2016, Block Group 2, Census Tract 101.36, Fulton County, Georgia,35,1,34,31,30,1,0,3
-1,131210103051010.000000000000000,Block 1010, Block Group 1, Census Tract 103.05, Fulton County, Georgia,35,0,35,34,0,34,0,1
-1,131210105082004.000000000000000,Block 2004, Block Group 2, Census Tract 105.08, Fulton County, Georgia,35,0,35,35,0,35,0,0
-1,131210105083003.000000000000000,Block 3003, Block Group 3, Census Tract 105.08, Fulton County, Georgia,35,1,34,31,2,28,0,3
-1,131210105083015.000000000000000,Block 3015, Block Group 3, Census Tract 105.08, Fulton County, Georgia,35,0,35,35,0,35,0,0
-1,131210105212015.000000000000000,Block 2015, Block Group 2, Census Tract 105.21, Fulton County, Georgia,35,2,33,33,0,33,0,0
-1,131210105293012.000000000000000,Block 3012, Block Group 3, Census Tract 105.29, Fulton County, Georgia,35,0,35,34,0,34,0,1
-1,131210105371002.000000000000000,Block 1002, Block Group 1, Census Tract 105.37, Fulton County, Georgia,35,6,29,27,0,27,0,2
-1,131210106011016.000000000000000,Block 1016, Block Group 1, Census Tract 106.01, Fulton County, Georgia,35,4,31,31,13,17,0,0
-1,131210106014008.000000000000000,Block 4008, Block Group 4, Census Tract 106.01, Fulton County, Georgia,35,0,35,29,10,19,0,6
-1,131210108013017.000000000000000,Block 3017, Block Group 3, Census Tract 108.01, Fulton County, Georgia,35,2,33,32,17,15,0,1
-1,131210111001026.000000000000000,Block 1026, Block Group 1, Census Tract 111, Fulton County, Georgia,35,0,35,30,16,14,0,5
-1,131210111003007.000000000000000,Block 3007, Block Group 3, Census Tract 111, Fulton County, Georgia,35,6,29,25,25,0,0,4
-1,131210111003011.000000000000000,Block 3011, Block Group 3, Census Tract 111, Fulton County, Georgia,35,14,21,17,4,13,0,4
-1,131210112024007.000000000000000,Block 4007, Block Group 4, Census Tract 112.02, Fulton County, Georgia,35,4,31,27,8,16,0,4
-1,131210112031016.000000000000000,Block 1016, Block Group 1, Census Tract 112.03, Fulton County, Georgia,35,10,25,25,3,22,0,0
-1,131210113016006.000000000000000,Block 6006, Block Group 6, Census Tract 113.01, Fulton County, Georgia,35,4,31,26,8,17,0,5
-1,131210114172006.000000000000000,Block 2006, Block Group 2, Census Tract 114.17, Fulton County, Georgia,35,3,32,24,24,0,0,8
-1,131210114194019.000000000000000,Block 4019, Block Group 4, Census Tract 114.19, Fulton County, Georgia,35,3,32,32,27,2,0,0
-1,131210114194024.000000000000000,Block 4024, Block Group 4, Census Tract 114.19, Fulton County, Georgia,35,5,30,26,19,4,0,4
-1,131210114242002.000000000000000,Block 2002, Block Group 2, Census Tract 114.24, Fulton County, Georgia,35,3,32,27,13,5,0,5
-1,131210114363014.000000000000000,Block 3014, Block Group 3, Census Tract 114.36, Fulton County, Georgia,35,2,33,29,24,0,0,4
-1,131210114392005.000000000000000,Block 2005, Block Group 2, Census Tract 114.39, Fulton County, Georgia,35,10,25,16,0,16,0,9
-1,131210116321010.000000000000000,Block 1010, Block Group 1, Census Tract 116.32, Fulton County, Georgia,35,4,31,30,0,7,0,1
-1,131210116423002.000000000000000,Block 3002, Block Group 3, Census Tract 116.42, Fulton County, Georgia,35,10,25,24,9,7,0,1
-1,131210116452003.000000000000000,Block 2003, Block Group 2, Census Tract 116.45, Fulton County, Georgia,35,10,25,24,0,7,0,1
-1,131210116582005.000000000000000,Block 2005, Block Group 2, Census Tract 116.58, Fulton County, Georgia,35,7,28,27,8,5,2,1
-1,131210118021028.000000000000000,Block 1028, Block Group 1, Census Tract 118.02, Fulton County, Georgia,35,0,35,31,0,31,0,4
-1,131210120002009.000000000000000,Block 2009, Block Group 2, Census Tract 120, Fulton County, Georgia,35,1,34,32,0,30,2,2
-1,131210123004003.000000000000000,Block 4003, Block Group 4, Census Tract 123, Fulton County, Georgia,35,14,21,21,0,20,1,0
-1,131210001005002.000000000000000,Block 5002, Block Group 5, Census Tract 1, Fulton County, Georgia,34,9,25,23,17,2,1,2
-1,131210005022023.000000000000000,Block 2023, Block Group 2, Census Tract 5.02, Fulton County, Georgia,34,4,30,25,22,0,0,5
-1,131210007001017.000000000000000,Block 1017, Block Group 1, Census Tract 7, Fulton County, Georgia,34,1,33,32,29,1,0,1
-1,131210010011004.000000000000000,Block 1004, Block Group 1, Census Tract 10.01, Fulton County, Georgia,34,5,29,14,10,2,0,15
-1,131210013022004.000000000000000,Block 2004, Block Group 2, Census Tract 13.02, Fulton County, Georgia,34,2,32,29,22,1,2,3
-1,131210016002003.000000000000000,Block 2003, Block Group 2, Census Tract 16, Fulton County, Georgia,34,4,30,27,20,1,2,3
-1,131210023001011.000000000000000,Block 1011, Block Group 1, Census Tract 23, Fulton County, Georgia,34,2,32,32,1,31,0,0
-1,131210023003009.000000000000000,Block 3009, Block Group 3, Census Tract 23, Fulton County, Georgia,34,0,34,32,0,32,0,2
-1,131210028011005.000000000000000,Block 1005, Block Group 1, Census Tract 28.01, Fulton County, Georgia,34,13,21,9,8,1,0,12
-1,131210032001000.000000000000000,Block 1000, Block Group 1, Census Tract 32, Fulton County, Georgia,34,3,31,23,17,5,0,8
-1,131210035002032.000000000000000,Block 2032, Block Group 2, Census Tract 35, Fulton County, Georgia,34,2,32,31,16,10,0,1
-1,131210040003006.000000000000000,Block 3006, Block Group 3, Census Tract 40, Fulton County, Georgia,34,1,33,32,2,29,0,1
-1,131210049002022.000000000000000,Block 2022, Block Group 2, Census Tract 49, Fulton County, Georgia,34,0,34,30,22,7,0,4
-1,131210050002006.000000000000000,Block 2006, Block Group 2, Census Tract 50, Fulton County, Georgia,34,2,32,30,28,0,0,2
-1,131210053001017.000000000000000,Block 1017, Block Group 1, Census Tract 53, Fulton County, Georgia,34,1,33,32,27,1,0,1
-1,131210053002001.000000000000000,Block 2001, Block Group 2, Census Tract 53, Fulton County, Georgia,34,2,32,30,29,1,0,2
-1,131210055041025.000000000000000,Block 1025, Block Group 1, Census Tract 55.04, Fulton County, Georgia,34,3,31,27,2,24,0,4
-1,131210061003011.000000000000000,Block 3011, Block Group 3, Census Tract 61, Fulton County, Georgia,34,4,30,29,2,27,0,1
-1,131210063002017.000000000000000,Block 2017, Block Group 2, Census Tract 63, Fulton County, Georgia,34,0,34,34,4,30,0,0
-1,131210067022007.000000000000000,Block 2007, Block Group 2, Census Tract 67.02, Fulton County, Georgia,34,0,34,30,4,25,1,4
-1,131210069003009.000000000000000,Block 3009, Block Group 3, Census Tract 69, Fulton County, Georgia,34,1,33,33,16,15,2,0
-1,131210069003024.000000000000000,Block 3024, Block Group 3, Census Tract 69, Fulton County, Georgia,34,4,30,28,25,3,0,2
-1,131210070012003.000000000000000,Block 2003, Block Group 2, Census Tract 70.01, Fulton County, Georgia,34,2,32,30,0,28,1,2
-1,131210070023003.000000000000000,Block 3003, Block Group 3, Census Tract 70.02, Fulton County, Georgia,34,11,23,21,4,17,0,2
-1,131210073012001.000000000000000,Block 2001, Block Group 2, Census Tract 73.01, Fulton County, Georgia,34,3,31,26,0,26,0,5
-1,131210073022007.000000000000000,Block 2007, Block Group 2, Census Tract 73.02, Fulton County, Georgia,34,4,30,23,0,22,1,7
-1,131210076031007.000000000000000,Block 1007, Block Group 1, Census Tract 76.03, Fulton County, Georgia,34,2,32,32,0,31,0,0
-1,131210080004015.000000000000000,Block 4015, Block Group 4, Census Tract 80, Fulton County, Georgia,34,4,30,30,4,26,0,0
-1,131210082043004.000000000000000,Block 3004, Block Group 3, Census Tract 82.04, Fulton County, Georgia,34,4,30,30,0,30,0,0
-1,131210083011005.000000000000000,Block 1005, Block Group 1, Census Tract 83.01, Fulton County, Georgia,34,1,33,33,3,30,0,0
-1,131210088011022.000000000000000,Block 1022, Block Group 1, Census Tract 88.01, Fulton County, Georgia,34,8,26,23,21,2,0,3
-1,131210088021041.000000000000000,Block 1041, Block Group 1, Census Tract 88.02, Fulton County, Georgia,34,2,32,32,29,1,0,0
-1,131210089052011.000000000000000,Block 2011, Block Group 2, Census Tract 89.05, Fulton County, Georgia,34,6,28,28,20,5,0,0
-1,131210089054018.000000000000000,Block 4018, Block Group 4, Census Tract 89.05, Fulton County, Georgia,34,2,32,29,21,6,0,3
-1,131210089062012.000000000000000,Block 2012, Block Group 2, Census Tract 89.06, Fulton County, Georgia,34,4,30,24,18,4,0,6
-1,131210090022015.000000000000000,Block 2015, Block Group 2, Census Tract 90.02, Fulton County, Georgia,34,1,33,32,30,0,1,1
-1,131210097003018.000000000000000,Block 3018, Block Group 3, Census Tract 97, Fulton County, Georgia,34,4,30,30,28,2,0,0
-1,131210099001011.000000000000000,Block 1011, Block Group 1, Census Tract 99, Fulton County, Georgia,34,2,32,30,22,2,0,2
-1,131210100071010.000000000000000,Block 1010, Block Group 1, Census Tract 100.07, Fulton County, Georgia,34,0,34,33,30,2,1,1
-1,131210101371001.000000000000000,Block 1001, Block Group 1, Census Tract 101.37, Fulton County, Georgia,34,3,31,17,13,4,0,14
-1,131210103051003.000000000000000,Block 1003, Block Group 1, Census Tract 103.05, Fulton County, Georgia,34,0,34,30,0,29,0,4
-1,131210103051031.000000000000000,Block 1031, Block Group 1, Census Tract 103.05, Fulton County, Georgia,34,0,34,33,0,31,2,1
-1,131210103071005.000000000000000,Block 1005, Block Group 1, Census Tract 103.07, Fulton County, Georgia,34,1,33,31,6,22,0,2
-1,131210103073006.000000000000000,Block 3006, Block Group 3, Census Tract 103.07, Fulton County, Georgia,34,0,34,33,0,33,0,1
-1,131210103081006.000000000000000,Block 1006, Block Group 1, Census Tract 103.08, Fulton County, Georgia,34,10,24,23,0,23,0,1
-1,131210104013005.000000000000000,Block 3005, Block Group 3, Census Tract 104.01, Fulton County, Georgia,34,0,34,34,10,24,0,0
-1,131210104022041.000000000000000,Block 2041, Block Group 2, Census Tract 104.02, Fulton County, Georgia,34,0,34,34,27,7,0,0
-1,131210105182004.000000000000000,Block 2004, Block Group 2, Census Tract 105.18, Fulton County, Georgia,34,4,30,30,0,29,1,0
-1,131210105211014.000000000000000,Block 1014, Block Group 1, Census Tract 105.21, Fulton County, Georgia,34,2,32,30,2,28,0,2
-1,131210105212014.000000000000000,Block 2014, Block Group 2, Census Tract 105.21, Fulton County, Georgia,34,0,34,32,0,30,0,2
-1,131210105264010.000000000000000,Block 4010, Block Group 4, Census Tract 105.26, Fulton County, Georgia,34,3,31,28,0,26,2,3
-1,131210105283017.000000000000000,Block 3017, Block Group 3, Census Tract 105.28, Fulton County, Georgia,34,1,33,33,0,33,0,0
-1,131210105343009.000000000000000,Block 3009, Block Group 3, Census Tract 105.34, Fulton County, Georgia,34,1,33,33,0,29,3,0
-1,131210105401017.000000000000000,Block 1017, Block Group 1, Census Tract 105.40, Fulton County, Georgia,34,1,33,33,0,33,0,0
-1,131210108013015.000000000000000,Block 3015, Block Group 3, Census Tract 108.01, Fulton County, Georgia,34,4,30,30,7,19,0,0
-1,131210110001004.000000000000000,Block 1004, Block Group 1, Census Tract 110, Fulton County, Georgia,34,29,5,5,4,0,0,0
-1,131210111001021.000000000000000,Block 1021, Block Group 1, Census Tract 111, Fulton County, Georgia,34,5,29,28,20,7,0,1
-1,131210111002003.000000000000000,Block 2003, Block Group 2, Census Tract 111, Fulton County, Georgia,34,4,30,29,22,7,0,1
-1,131210111002033.000000000000000,Block 2033, Block Group 2, Census Tract 111, Fulton County, Georgia,34,8,26,25,19,6,0,1
-1,131210112022002.000000000000000,Block 2002, Block Group 2, Census Tract 112.02, Fulton County, Georgia,34,0,34,31,3,28,0,3
-1,131210112023032.000000000000000,Block 3032, Block Group 3, Census Tract 112.02, Fulton County, Georgia,34,13,21,19,1,18,0,2
-1,131210112032003.000000000000000,Block 2003, Block Group 2, Census Tract 112.03, Fulton County, Georgia,34,6,28,27,7,20,0,1
-1,131210113093002.000000000000000,Block 3002, Block Group 3, Census Tract 113.09, Fulton County, Georgia,34,4,30,29,1,24,1,1
-1,131210113102006.000000000000000,Block 2006, Block Group 2, Census Tract 113.10, Fulton County, Georgia,34,4,30,30,2,28,0,0
-1,131210114172009.000000000000000,Block 2009, Block Group 2, Census Tract 114.17, Fulton County, Georgia,34,8,26,24,15,0,0,2
-1,131210114223011.000000000000000,Block 3011, Block Group 3, Census Tract 114.22, Fulton County, Georgia,34,1,33,33,27,3,0,0
-1,131210114294006.000000000000000,Block 4006, Block Group 4, Census Tract 114.29, Fulton County, Georgia,34,0,34,27,0,0,0,7
-1,131210114422004.000000000000000,Block 2004, Block Group 2, Census Tract 114.42, Fulton County, Georgia,34,8,26,24,12,9,0,2
-1,131210115101003.000000000000000,Block 1003, Block Group 1, Census Tract 115.10, Fulton County, Georgia,34,8,26,22,16,6,0,4
-1,131210115102032.000000000000000,Block 2032, Block Group 2, Census Tract 115.10, Fulton County, Georgia,34,4,30,28,16,0,0,2
-1,131210115122026.000000000000000,Block 2026, Block Group 2, Census Tract 115.12, Fulton County, Georgia,34,3,31,28,28,0,0,3
-1,131210116281001.000000000000000,Block 1001, Block Group 1, Census Tract 116.28, Fulton County, Georgia,34,1,33,24,3,6,1,9
-1,131210116503003.000000000000000,Block 3003, Block Group 3, Census Tract 116.50, Fulton County, Georgia,34,8,26,25,11,5,0,1
-1,131210116542006.000000000000000,Block 2006, Block Group 2, Census Tract 116.54, Fulton County, Georgia,34,12,22,18,18,0,0,4
-1,131210116562012.000000000000000,Block 2012, Block Group 2, Census Tract 116.56, Fulton County, Georgia,34,7,27,19,13,6,0,8
-1,131210116581004.000000000000000,Block 1004, Block Group 1, Census Tract 116.58, Fulton County, Georgia,34,7,27,22,13,7,0,5
-1,131210116602002.000000000000000,Block 2002, Block Group 2, Census Tract 116.60, Fulton County, Georgia,34,14,20,16,6,3,5,4
-1,131210120002021.000000000000000,Block 2021, Block Group 2, Census Tract 120, Fulton County, Georgia,34,0,34,34,0,34,0,0
-1,131210002012001.000000000000000,Block 2001, Block Group 2, Census Tract 2.01, Fulton County, Georgia,33,3,30,29,27,0,1,1
-1,131210005012011.000000000000000,Block 2011, Block Group 2, Census Tract 5.01, Fulton County, Georgia,33,11,22,22,7,6,1,0
-1,131210006013014.000000000000000,Block 3014, Block Group 3, Census Tract 6.01, Fulton County, Georgia,33,2,31,31,28,1,2,0
