OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210019021005.000000000000000,Block 1005, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021007.000000000000000,Block 1007, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021009.000000000000000,Block 1009, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021011.000000000000000,Block 1011, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021013.000000000000000,Block 1013, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021014.000000000000000,Block 1014, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021015.000000000000000,Block 1015, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021016.000000000000000,Block 1016, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021018.000000000000000,Block 1018, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021019.000000000000000,Block 1019, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021022.000000000000000,Block 1022, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019022001.000000000000000,Block 2001, Block Group 2, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023002.000000000000000,Block 3002, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023003.000000000000000,Block 3003, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023004.000000000000000,Block 3004, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023005.000000000000000,Block 3005, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023006.000000000000000,Block 3006, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023008.000000000000000,Block 3008, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023009.000000000000000,Block 3009, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023010.000000000000000,Block 3010, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023012.000000000000000,Block 3012, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023013.000000000000000,Block 3013, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019023014.000000000000000,Block 3014, Block Group 3, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001000.000000000000000,Block 1000, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001002.000000000000000,Block 1002, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001006.000000000000000,Block 1006, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001007.000000000000000,Block 1007, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001008.000000000000000,Block 1008, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001009.000000000000000,Block 1009, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001010.000000000000000,Block 1010, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001011.000000000000000,Block 1011, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001012.000000000000000,Block 1012, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001016.000000000000000,Block 1016, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001017.000000000000000,Block 1017, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001018.000000000000000,Block 1018, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001021.000000000000000,Block 1021, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210021001023.000000000000000,Block 1023, Block Group 1, Census Tract 21, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210023003007.000000000000000,Block 3007, Block Group 3, Census Tract 23, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210024001002.000000000000000,Block 1002, Block Group 1, Census Tract 24, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210024001012.000000000000000,Block 1012, Block Group 1, Census Tract 24, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210024001014.000000000000000,Block 1014, Block Group 1, Census Tract 24, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210024002011.000000000000000,Block 2011, Block Group 2, Census Tract 24, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025001000.000000000000000,Block 1000, Block Group 1, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025001006.000000000000000,Block 1006, Block Group 1, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025001007.000000000000000,Block 1007, Block Group 1, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025001016.000000000000000,Block 1016, Block Group 1, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025001017.000000000000000,Block 1017, Block Group 1, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025001018.000000000000000,Block 1018, Block Group 1, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025002006.000000000000000,Block 2006, Block Group 2, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025002011.000000000000000,Block 2011, Block Group 2, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210025003008.000000000000000,Block 3008, Block Group 3, Census Tract 25, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001000.000000000000000,Block 1000, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001007.000000000000000,Block 1007, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001016.000000000000000,Block 1016, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001017.000000000000000,Block 1017, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001018.000000000000000,Block 1018, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001020.000000000000000,Block 1020, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001021.000000000000000,Block 1021, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001022.000000000000000,Block 1022, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026001023.000000000000000,Block 1023, Block Group 1, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002000.000000000000000,Block 2000, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002001.000000000000000,Block 2001, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002002.000000000000000,Block 2002, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002003.000000000000000,Block 2003, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002004.000000000000000,Block 2004, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002005.000000000000000,Block 2005, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002006.000000000000000,Block 2006, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002008.000000000000000,Block 2008, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002009.000000000000000,Block 2009, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002011.000000000000000,Block 2011, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002012.000000000000000,Block 2012, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002013.000000000000000,Block 2013, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002014.000000000000000,Block 2014, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002015.000000000000000,Block 2015, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002016.000000000000000,Block 2016, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210026002020.000000000000000,Block 2020, Block Group 2, Census Tract 26, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028011001.000000000000000,Block 1001, Block Group 1, Census Tract 28.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028011003.000000000000000,Block 1003, Block Group 1, Census Tract 28.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028011004.000000000000000,Block 1004, Block Group 1, Census Tract 28.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028011006.000000000000000,Block 1006, Block Group 1, Census Tract 28.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028011008.000000000000000,Block 1008, Block Group 1, Census Tract 28.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028021002.000000000000000,Block 1002, Block Group 1, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028021008.000000000000000,Block 1008, Block Group 1, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028021010.000000000000000,Block 1010, Block Group 1, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028022001.000000000000000,Block 2001, Block Group 2, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028022007.000000000000000,Block 2007, Block Group 2, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028022008.000000000000000,Block 2008, Block Group 2, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210028022009.000000000000000,Block 2009, Block Group 2, Census Tract 28.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029001003.000000000000000,Block 1003, Block Group 1, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029001007.000000000000000,Block 1007, Block Group 1, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029001010.000000000000000,Block 1010, Block Group 1, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029001012.000000000000000,Block 1012, Block Group 1, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029001013.000000000000000,Block 1013, Block Group 1, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029002003.000000000000000,Block 2003, Block Group 2, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210029002004.000000000000000,Block 2004, Block Group 2, Census Tract 29, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001000.000000000000000,Block 1000, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001010.000000000000000,Block 1010, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001013.000000000000000,Block 1013, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001020.000000000000000,Block 1020, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001024.000000000000000,Block 1024, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001027.000000000000000,Block 1027, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030001028.000000000000000,Block 1028, Block Group 1, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210030002010.000000000000000,Block 2010, Block Group 2, Census Tract 30, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210031001013.000000000000000,Block 1013, Block Group 1, Census Tract 31, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210031001016.000000000000000,Block 1016, Block Group 1, Census Tract 31, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210031001017.000000000000000,Block 1017, Block Group 1, Census Tract 31, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210031001027.000000000000000,Block 1027, Block Group 1, Census Tract 31, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210031002003.000000000000000,Block 2003, Block Group 2, Census Tract 31, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210032001009.000000000000000,Block 1009, Block Group 1, Census Tract 32, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210032002003.000000000000000,Block 2003, Block Group 2, Census Tract 32, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210032002004.000000000000000,Block 2004, Block Group 2, Census Tract 32, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210032002014.000000000000000,Block 2014, Block Group 2, Census Tract 32, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001000.000000000000000,Block 1000, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001003.000000000000000,Block 1003, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001004.000000000000000,Block 1004, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001005.000000000000000,Block 1005, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001006.000000000000000,Block 1006, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001008.000000000000000,Block 1008, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001009.000000000000000,Block 1009, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001010.000000000000000,Block 1010, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001012.000000000000000,Block 1012, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001017.000000000000000,Block 1017, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001018.000000000000000,Block 1018, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001019.000000000000000,Block 1019, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001020.000000000000000,Block 1020, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001021.000000000000000,Block 1021, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001022.000000000000000,Block 1022, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001023.000000000000000,Block 1023, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001024.000000000000000,Block 1024, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001026.000000000000000,Block 1026, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001027.000000000000000,Block 1027, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001028.000000000000000,Block 1028, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001029.000000000000000,Block 1029, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001030.000000000000000,Block 1030, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001031.000000000000000,Block 1031, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001032.000000000000000,Block 1032, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001033.000000000000000,Block 1033, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001034.000000000000000,Block 1034, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035001035.000000000000000,Block 1035, Block Group 1, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002001.000000000000000,Block 2001, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002002.000000000000000,Block 2002, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002003.000000000000000,Block 2003, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002004.000000000000000,Block 2004, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002005.000000000000000,Block 2005, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002006.000000000000000,Block 2006, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002008.000000000000000,Block 2008, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002009.000000000000000,Block 2009, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002011.000000000000000,Block 2011, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002012.000000000000000,Block 2012, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002014.000000000000000,Block 2014, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002015.000000000000000,Block 2015, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002016.000000000000000,Block 2016, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002017.000000000000000,Block 2017, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002018.000000000000000,Block 2018, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002020.000000000000000,Block 2020, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002021.000000000000000,Block 2021, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002022.000000000000000,Block 2022, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002025.000000000000000,Block 2025, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002028.000000000000000,Block 2028, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210035002029.000000000000000,Block 2029, Block Group 2, Census Tract 35, Fulton County, Georgia,0,0,0,0,0,0,0,0
